firstseen	lastseen	srcip	dstip	proto	sport	dport	pkts	bytes
2013-04-14 12:37:38	2013-04-14 12:37:38	10.13.77.49	172.20.0.6	6	47125	80	2	112
2013-04-14 12:37:39	2013-04-14 12:37:39	10.13.77.49	172.20.0.6	6	47126	80	2	112
2013-04-14 12:37:39	2013-04-14 12:37:39	10.13.77.49	172.10.0.7	6	47126	80	2	112
2013-04-14 12:37:39	2013-04-14 12:37:39	10.13.77.49	172.10.0.9	6	47126	80	2	112
2013-04-14 12:37:40	2013-04-14 12:37:40	10.13.77.49	172.10.0.2	6	47104	3389	1	58
2013-04-14 12:37:41	2013-04-14 12:37:41	10.13.77.49	172.10.0.7	6	47127	80	2	112
2013-04-14 12:37:41	2013-04-14 12:37:41	10.13.77.49	172.20.0.6	6	47127	80	2	112
2013-04-14 12:37:41	2013-04-14 12:37:41	10.13.77.49	172.10.0.2	6	47105	3389	1	58
2013-04-14 12:37:41	2013-04-14 12:37:41	10.13.77.49	172.10.0.9	6	47127	80	2	112
2013-04-14 12:37:42	2013-04-14 12:37:42	10.13.77.49	172.10.0.9	6	47128	80	2	112
2013-04-14 12:37:42	2013-04-14 12:37:42	10.13.77.49	172.10.0.7	6	47128	80	2	112
2013-04-14 12:37:42	2013-04-14 12:37:42	10.13.77.49	172.20.0.6	6	47128	80	2	112
2013-04-14 12:37:43	2013-04-14 12:37:43	10.13.77.49	172.20.0.6	6	47129	80	2	112
2013-04-14 12:37:43	2013-04-14 12:37:43	10.13.77.49	172.10.0.7	6	47129	80	2	112
2013-04-14 12:37:43	2013-04-14 12:37:43	10.13.77.49	172.10.0.2	6	47106	3389	1	58
2013-04-14 12:37:44	2013-04-14 12:37:44	10.13.77.49	172.10.0.2	6	47107	3389	1	58
2013-04-14 12:37:44	2013-04-14 12:37:44	10.13.77.49	172.10.0.9	6	47129	80	2	112
2013-04-14 12:37:45	2013-04-14 12:37:45	10.13.77.49	172.20.0.6	6	47130	80	2	112
2013-04-14 12:37:45	2013-04-14 12:37:45	10.13.77.49	172.10.0.2	6	47108	3389	1	58
2013-04-14 12:37:45	2013-04-14 12:37:45	10.13.77.49	172.10.0.9	6	47130	80	2	112
2013-04-14 12:37:45	2013-04-14 12:37:45	10.13.77.49	172.10.0.7	6	47130	80	2	112
2013-04-14 12:37:46	2013-04-14 12:37:46	10.13.77.49	172.10.0.7	6	47131	80	2	112
2013-04-14 12:37:46	2013-04-14 12:37:46	10.13.77.49	172.20.0.6	6	47131	80	2	112
2013-04-14 12:37:46	2013-04-14 12:37:46	10.13.77.49	172.10.0.9	6	47131	80	2	112
2013-04-14 12:37:47	2013-04-14 12:37:47	10.13.77.49	172.10.0.2	6	47109	3389	1	58
2013-04-14 12:37:48	2013-04-14 12:37:48	10.13.77.49	172.20.0.6	6	47132	80	2	112
2013-04-14 12:37:48	2013-04-14 12:37:48	10.13.77.49	172.10.0.9	6	47132	80	2	112
2013-04-14 12:37:48	2013-04-14 12:37:48	10.13.77.49	172.10.0.2	6	47110	3389	1	58
2013-04-14 12:37:48	2013-04-14 12:37:48	10.13.77.49	172.10.0.7	6	47132	80	2	112
2013-04-14 12:37:49	2013-04-14 12:37:49	10.13.77.49	172.20.0.6	6	47133	80	2	112
2013-04-14 12:37:49	2013-04-14 12:37:49	10.13.77.49	172.10.0.7	6	47133	80	2	112
2013-04-14 12:37:49	2013-04-14 12:37:49	10.13.77.49	172.10.0.9	6	47133	80	2	112
2013-04-14 12:37:50	2013-04-14 12:37:50	10.13.77.49	172.10.0.7	6	47134	80	2	112
2013-04-14 12:37:50	2013-04-14 12:37:50	10.13.77.49	172.10.0.2	6	47111	3389	1	58
2013-04-14 12:37:50	2013-04-14 12:37:50	10.13.77.49	172.20.0.6	6	47134	80	2	112
2013-04-14 12:37:51	2013-04-14 12:37:51	10.13.77.49	172.10.0.2	6	47112	3389	1	58
2013-04-14 12:37:51	2013-04-14 12:37:51	10.13.77.49	172.10.0.9	6	47134	80	2	112
2013-04-14 12:37:52	2013-04-14 12:37:52	10.13.77.49	172.10.0.7	6	47135	80	2	112
2013-04-14 12:37:52	2013-04-14 12:37:52	10.13.77.49	172.20.0.6	6	47135	80	2	112
2013-04-14 12:37:52	2013-04-14 12:37:52	10.13.77.49	172.10.0.2	6	47113	3389	1	58
2013-04-14 12:37:52	2013-04-14 12:37:52	10.13.77.49	172.10.0.9	6	47135	80	2	112
2013-04-14 12:37:53	2013-04-14 12:37:53	10.13.77.49	172.10.0.9	6	47136	80	2	112
2013-04-14 12:37:53	2013-04-14 12:37:53	10.13.77.49	172.10.0.7	6	47136	80	2	112
2013-04-14 12:37:53	2013-04-14 12:37:53	10.13.77.49	172.20.0.6	6	47136	80	2	112
2013-04-14 12:37:54	2013-04-14 12:37:54	10.13.77.49	172.10.0.2	6	47114	3389	2	112
2013-04-14 12:37:55	2013-04-14 12:37:55	10.13.77.49	172.10.0.2	6	47115	3389	1	58
2013-04-14 12:37:55	2013-04-14 12:37:55	10.13.77.49	172.10.0.7	6	47137	80	2	112
2013-04-14 12:37:55	2013-04-14 12:37:55	10.13.77.49	172.20.0.6	6	47137	80	2	112
2013-04-14 12:37:55	2013-04-14 12:37:55	10.13.77.49	172.10.0.9	6	47137	80	2	112
2013-04-14 12:37:56	2013-04-14 12:37:56	10.13.77.49	172.10.0.9	6	47138	80	2	112
2013-04-14 12:37:56	2013-04-14 12:37:56	10.13.77.49	172.20.0.6	6	47138	80	2	112
2013-04-14 12:37:56	2013-04-14 12:37:56	10.13.77.49	172.10.0.7	6	47138	80	2	112
2013-04-14 12:37:57	2013-04-14 12:37:57	10.13.77.49	172.10.0.7	6	47139	80	2	112
2013-04-14 12:37:57	2013-04-14 12:37:57	10.13.77.49	172.10.0.2	6	47116	3389	1	58
2013-04-14 12:37:57	2013-04-14 12:37:57	10.13.77.49	172.20.0.6	6	47139	80	2	112
2013-04-14 12:37:58	2013-04-14 12:37:58	10.13.77.49	172.10.0.2	6	47117	3389	1	58
2013-04-14 12:37:58	2013-04-14 12:37:58	10.13.77.49	172.10.0.9	6	47139	80	2	112
2013-04-14 12:37:59	2013-04-14 12:37:59	10.13.77.49	172.10.0.9	6	47140	80	2	112
2013-04-14 12:37:59	2013-04-14 12:37:59	10.13.77.49	172.20.0.6	6	47140	80	2	112
2013-04-14 12:37:59	2013-04-14 12:37:59	10.13.77.49	172.10.0.7	6	47140	80	2	112
2013-04-14 12:38:00	2013-04-14 12:38:00	10.13.77.49	172.20.0.6	6	47141	80	2	112
2013-04-14 12:38:00	2013-04-14 12:38:00	10.13.77.49	172.10.0.9	6	47141	80	2	112
2013-04-14 12:38:00	2013-04-14 12:38:00	10.13.77.49	172.10.0.7	6	47141	80	2	112
2013-04-14 12:38:00	2013-04-14 12:38:00	10.13.77.49	172.10.0.2	6	47118	3389	1	58
2013-04-14 12:38:01	2013-04-14 12:38:01	10.13.77.49	172.10.0.2	6	47119	3389	1	58
2013-04-14 12:38:02	2013-04-14 12:38:02	10.13.77.49	172.10.0.9	6	47142	80	2	112
2013-04-14 12:38:02	2013-04-14 12:38:02	10.13.77.49	172.20.0.6	6	47142	80	2	112
2013-04-14 12:38:02	2013-04-14 12:38:02	10.13.77.49	172.10.0.7	6	47142	80	2	112
2013-04-14 12:38:03	2013-04-14 12:38:03	10.13.77.49	172.10.0.2	6	47120	3389	1	58
2013-04-14 12:38:03	2013-04-14 12:38:03	10.13.77.49	172.10.0.7	6	47143	80	2	112
2013-04-14 12:38:03	2013-04-14 12:38:03	10.13.77.49	172.20.0.6	6	47143	80	2	112
2013-04-14 12:38:03	2013-04-14 12:38:03	10.13.77.49	172.10.0.9	6	47143	80	2	112
2013-04-14 12:38:04	2013-04-14 12:38:04	10.13.77.49	172.10.0.7	6	47144	80	2	112
2013-04-14 12:38:04	2013-04-14 12:38:04	10.13.77.49	172.20.0.6	6	47144	80	2	112
2013-04-14 12:38:04	2013-04-14 12:38:04	10.13.77.49	172.10.0.2	6	47121	3389	1	58
2013-04-14 12:38:05	2013-04-14 12:38:05	10.13.77.49	172.10.0.9	6	47144	80	2	112
2013-04-14 12:38:06	2013-04-14 12:38:06	10.13.77.49	172.20.0.6	6	47145	80	2	112
2013-04-14 12:38:06	2013-04-14 12:38:06	10.13.77.49	172.10.0.9	6	47145	80	2	112
2013-04-14 12:38:06	2013-04-14 12:38:06	10.13.77.49	172.10.0.7	6	47145	80	2	112
2013-04-14 12:38:06	2013-04-14 12:38:06	10.13.77.49	172.10.0.2	6	47122	3389	1	58
2013-04-14 12:38:07	2013-04-14 12:38:07	10.13.77.49	172.10.0.9	6	47146	80	2	112
2013-04-14 12:38:07	2013-04-14 12:38:07	10.13.77.49	172.10.0.7	6	47146	80	2	112
2013-04-14 12:38:07	2013-04-14 12:38:07	10.13.77.49	172.20.0.6	6	47146	80	2	112
2013-04-14 12:38:07	2013-04-14 12:38:07	10.13.77.49	172.10.0.2	6	47123	3389	1	58
2013-04-14 12:38:08	2013-04-14 12:38:08	10.13.77.49	172.10.0.2	6	47124	3389	1	58
2013-04-14 12:38:09	2013-04-14 12:38:09	10.13.77.49	172.10.0.9	6	47147	80	2	112
2013-04-14 12:38:09	2013-04-14 12:38:09	10.13.77.49	172.10.0.7	6	47147	80	2	112
2013-04-14 12:38:09	2013-04-14 12:38:09	10.13.77.49	172.20.0.6	6	47147	80	2	112
2013-04-14 12:38:10	2013-04-14 12:38:10	10.13.77.49	172.20.0.6	6	47148	80	2	112
2013-04-14 12:38:10	2013-04-14 12:38:10	10.13.77.49	172.10.0.9	6	47148	80	2	112
2013-04-14 12:38:10	2013-04-14 12:38:10	10.13.77.49	172.10.0.7	6	47148	80	2	112
2013-04-14 12:38:10	2013-04-14 12:38:10	10.13.77.49	172.10.0.2	6	47125	3389	1	58
2013-04-14 12:38:11	2013-04-14 12:38:11	10.13.77.49	172.10.0.2	6	47126	3389	1	58
2013-04-14 12:38:11	2013-04-14 12:38:11	10.13.77.49	172.20.0.6	6	47149	80	2	112
2013-04-14 12:38:11	2013-04-14 12:38:11	10.13.77.49	172.10.0.7	6	47149	80	2	112
2013-04-14 12:38:12	2013-04-14 12:38:12	10.13.77.49	172.10.0.9	6	47149	80	2	112
2013-04-14 12:38:13	2013-04-14 12:38:13	10.13.77.49	172.10.0.2	6	47127	3389	1	58
2013-04-14 12:38:13	2013-04-14 12:38:13	10.13.77.49	172.10.0.9	6	47150	80	2	112
2013-04-14 12:38:13	2013-04-14 12:38:13	10.13.77.49	172.20.0.6	6	47150	80	2	112
2013-04-14 12:38:13	2013-04-14 12:38:13	10.13.77.49	172.10.0.7	6	47150	80	2	112
2013-04-14 12:38:14	2013-04-14 12:38:14	10.13.77.49	172.10.0.2	6	47128	3389	1	58
2013-04-14 12:38:14	2013-04-14 12:38:14	10.13.77.49	172.20.0.6	6	46896	80	2	112
2013-04-14 12:38:14	2013-04-14 12:38:14	10.13.77.49	172.10.0.7	6	46896	80	2	112
2013-04-14 12:38:14	2013-04-14 12:38:14	10.13.77.49	172.10.0.9	6	46896	80	2	112
2013-04-14 12:38:16	2013-04-14 12:38:16	10.13.77.49	172.10.0.7	6	46897	80	2	112
2013-04-14 12:38:16	2013-04-14 12:38:16	10.13.77.49	172.20.0.6	6	46897	80	2	112
2013-04-14 12:38:16	2013-04-14 12:38:16	10.13.77.49	172.10.0.2	6	47129	3389	1	58
2013-04-14 12:38:16	2013-04-14 12:38:16	10.13.77.49	172.10.0.9	6	46897	80	2	112
2013-04-14 12:38:17	2013-04-14 12:38:17	10.13.77.49	172.10.0.9	6	46898	80	2	112
2013-04-14 12:38:17	2013-04-14 12:38:17	10.13.77.49	172.20.0.6	6	46898	80	2	112
2013-04-14 12:38:17	2013-04-14 12:38:17	10.13.77.49	172.10.0.7	6	46898	80	2	112
2013-04-14 12:38:17	2013-04-14 12:38:17	10.13.77.49	172.10.0.2	6	47130	3389	1	58
2013-04-14 12:38:18	2013-04-14 12:38:18	10.13.77.49	172.20.0.6	6	46899	80	2	112
2013-04-14 12:38:18	2013-04-14 12:38:18	10.13.77.49	172.10.0.7	6	46899	80	2	112
2013-04-14 12:38:19	2013-04-14 12:38:19	10.13.77.49	172.10.0.2	6	47131	3389	1	58
2013-04-14 12:38:19	2013-04-14 12:38:19	10.13.77.49	172.10.0.9	6	46899	80	2	112
2013-04-14 12:38:20	2013-04-14 12:38:20	10.13.77.49	172.10.0.7	6	46900	80	2	112
2013-04-14 12:38:20	2013-04-14 12:38:20	10.13.77.49	172.20.0.6	6	46900	80	2	112
2013-04-14 12:38:20	2013-04-14 12:38:20	10.13.77.49	172.10.0.9	6	46900	80	2	112
2013-04-14 12:38:21	2013-04-14 12:38:21	10.13.77.49	172.20.0.6	6	46901	80	2	112
2013-04-14 12:38:21	2013-04-14 12:38:21	10.13.77.49	172.10.0.7	6	46901	80	2	112
2013-04-14 12:38:21	2013-04-14 12:38:21	10.13.77.49	172.10.0.2	6	47132	3389	1	58
2013-04-14 12:38:21	2013-04-14 12:38:21	10.13.77.49	172.10.0.9	6	46901	80	2	112
2013-04-14 12:38:22	2013-04-14 12:38:22	10.13.77.49	172.10.0.2	6	47133	3389	1	58
2013-04-14 12:38:23	2013-04-14 12:38:23	10.13.77.49	172.10.0.9	6	46902	80	2	112
2013-04-14 12:38:23	2013-04-14 12:38:23	10.13.77.49	172.20.0.6	6	46902	80	2	112
2013-04-14 12:38:23	2013-04-14 12:38:23	10.13.77.49	172.10.0.7	6	46902	80	2	112
2013-04-14 12:38:24	2013-04-14 12:38:24	10.13.77.49	172.10.0.9	6	46903	80	2	112
2013-04-14 12:38:24	2013-04-14 12:38:24	10.13.77.49	172.10.0.2	6	47134	3389	1	58
2013-04-14 12:38:24	2013-04-14 12:38:24	10.13.77.49	172.20.0.6	6	46903	80	2	112
2013-04-14 12:38:24	2013-04-14 12:38:24	10.13.77.49	172.10.0.7	6	46903	80	2	112
2013-04-14 12:38:25	2013-04-14 12:38:25	10.13.77.49	172.20.0.6	6	46904	80	2	112
2013-04-14 12:38:25	2013-04-14 12:38:25	10.13.77.49	172.10.0.7	6	46904	80	2	112
2013-04-14 12:38:25	2013-04-14 12:38:25	10.13.77.49	172.10.0.2	6	47135	3389	2	112
2013-04-14 12:38:26	2013-04-14 12:38:26	10.13.77.49	172.10.0.9	6	46904	80	2	112
2013-04-14 12:38:27	2013-04-14 12:38:27	10.13.77.49	172.20.0.6	6	46905	80	2	112
2013-04-14 12:38:27	2013-04-14 12:38:27	10.13.77.49	172.10.0.7	6	46905	80	2	112
2013-04-14 12:38:27	2013-04-14 12:38:27	10.13.77.49	172.10.0.2	6	47136	3389	1	58
2013-04-14 12:38:27	2013-04-14 12:38:27	10.13.77.49	172.10.0.9	6	46905	80	2	112
2013-04-14 12:38:28	2013-04-14 12:38:28	10.13.77.49	172.10.0.7	6	46906	80	2	112
2013-04-14 12:38:28	2013-04-14 12:38:28	10.13.77.49	172.10.0.2	6	47137	3389	1	58
2013-04-14 12:38:28	2013-04-14 12:38:28	10.13.77.49	172.10.0.9	6	46906	80	2	112
2013-04-14 12:38:28	2013-04-14 12:38:28	10.13.77.49	172.20.0.6	6	46906	80	2	112
2013-04-14 12:38:29	2013-04-14 12:38:29	10.13.77.49	172.10.0.2	6	47138	3389	1	58
2013-04-14 12:38:30	2013-04-14 12:38:30	10.13.77.49	172.10.0.9	6	46907	80	2	112
2013-04-14 12:38:30	2013-04-14 12:38:30	10.13.77.49	172.20.0.6	6	46907	80	2	112
2013-04-14 12:38:30	2013-04-14 12:38:30	10.13.77.49	172.10.0.7	6	46907	80	2	112
2013-04-14 12:38:31	2013-04-14 12:38:31	10.13.77.49	172.10.0.7	6	46908	80	2	112
2013-04-14 12:38:31	2013-04-14 12:38:31	10.13.77.49	172.10.0.2	6	47139	3389	1	58
2013-04-14 12:38:31	2013-04-14 12:38:31	10.13.77.49	172.20.0.6	6	46908	80	2	112
2013-04-14 12:38:31	2013-04-14 12:38:31	10.13.77.49	172.10.0.9	6	46908	80	2	112
2013-04-14 12:38:32	2013-04-14 12:38:32	10.13.77.49	172.10.0.2	6	47140	3389	1	58
2013-04-14 12:38:33	2013-04-14 12:38:33	10.13.77.49	172.10.0.7	6	46909	80	2	112
2013-04-14 12:38:33	2013-04-14 12:38:33	10.13.77.49	172.10.0.9	6	46909	80	2	112
2013-04-14 12:38:33	2013-04-14 12:38:33	10.13.77.49	172.20.0.6	6	46909	80	2	112
2013-04-14 12:38:34	2013-04-14 12:38:34	10.13.77.49	172.20.0.6	6	46910	80	2	112
2013-04-14 12:38:34	2013-04-14 12:38:34	10.13.77.49	172.10.0.2	6	47141	3389	1	58
2013-04-14 12:38:34	2013-04-14 12:38:34	10.13.77.49	172.10.0.7	6	46910	80	2	112
2013-04-14 12:38:34	2013-04-14 12:38:34	10.13.77.49	172.10.0.9	6	46910	80	2	112
2013-04-14 12:38:35	2013-04-14 12:38:35	10.13.77.49	172.10.0.9	6	46911	80	2	112
2013-04-14 12:38:35	2013-04-14 12:38:35	10.13.77.49	172.20.0.6	6	46911	80	2	112
2013-04-14 12:38:35	2013-04-14 12:38:35	10.13.77.49	172.10.0.2	6	47142	3389	1	58
2013-04-14 12:38:35	2013-04-14 12:38:35	10.13.77.49	172.10.0.7	6	46911	80	2	112
2013-04-14 12:38:37	2013-04-14 12:38:37	10.13.77.49	172.20.0.6	6	46912	80	2	112
2013-04-14 12:38:37	2013-04-14 12:38:37	10.13.77.49	172.10.0.2	6	47143	3389	1	58
2013-04-14 12:38:37	2013-04-14 12:38:37	10.13.77.49	172.10.0.7	6	46912	80	2	112
2013-04-14 12:38:37	2013-04-14 12:38:37	10.13.77.49	172.10.0.9	6	46912	80	2	112
2013-04-14 12:38:38	2013-04-14 12:38:38	10.13.77.49	172.10.0.2	6	47144	3389	1	58
2013-04-14 12:38:38	2013-04-14 12:38:38	10.13.77.49	172.10.0.7	6	46913	80	2	112
2013-04-14 12:38:38	2013-04-14 12:38:38	10.13.77.49	172.20.0.6	6	46913	80	2	112
2013-04-14 12:38:38	2013-04-14 12:38:38	10.13.77.49	172.10.0.9	6	46913	80	2	112
2013-04-14 12:38:39	2013-04-14 12:38:39	10.13.77.49	172.10.0.2	6	47145	3389	1	58
2013-04-14 12:38:40	2013-04-14 12:38:40	10.13.77.49	172.20.0.6	6	46914	80	2	112
2013-04-14 12:38:40	2013-04-14 12:38:40	10.13.77.49	172.10.0.9	6	46914	80	2	112
2013-04-14 12:38:40	2013-04-14 12:38:40	10.13.77.49	172.10.0.7	6	46914	80	2	112
2013-04-14 12:38:41	2013-04-14 12:38:41	10.13.77.49	172.10.0.9	6	46915	80	2	112
2013-04-14 12:38:41	2013-04-14 12:38:41	10.13.77.49	172.20.0.6	6	46915	80	2	112
2013-04-14 12:38:41	2013-04-14 12:38:41	10.13.77.49	172.10.0.2	6	47146	3389	1	58
2013-04-14 12:38:41	2013-04-14 12:38:41	10.13.77.49	172.10.0.7	6	46915	80	2	112
2013-04-14 12:38:42	2013-04-14 12:38:42	10.13.77.49	172.10.0.2	6	47147	3389	1	58
2013-04-14 12:38:42	2013-04-14 12:38:42	10.13.77.49	172.10.0.7	6	46916	80	2	112
2013-04-14 12:38:42	2013-04-14 12:38:42	10.13.77.49	172.20.0.6	6	46916	80	2	112
2013-04-14 12:38:43	2013-04-14 12:38:43	10.13.77.49	172.10.0.9	6	46916	80	2	112
2013-04-14 12:38:44	2013-04-14 12:38:44	10.13.77.49	172.10.0.2	6	47148	3389	1	58
2013-04-14 12:38:44	2013-04-14 12:38:44	10.13.77.49	172.10.0.7	6	46917	80	2	112
2013-04-14 12:38:44	2013-04-14 12:38:44	10.13.77.49	172.10.0.9	6	46917	80	2	112
2013-04-14 12:38:44	2013-04-14 12:38:44	10.13.77.49	172.20.0.6	6	46917	80	2	112
2013-04-14 12:38:45	2013-04-14 12:38:45	10.13.77.49	172.20.0.6	6	46918	80	2	112
2013-04-14 12:38:45	2013-04-14 12:38:45	10.13.77.49	172.10.0.2	6	47149	3389	1	58
2013-04-14 12:38:45	2013-04-14 12:38:45	10.13.77.49	172.10.0.7	6	46918	80	2	112
2013-04-14 12:38:45	2013-04-14 12:38:45	10.13.77.49	172.10.0.9	6	46918	80	2	112
2013-04-14 12:38:47	2013-04-14 12:38:47	10.13.77.49	172.10.0.9	6	46919	80	2	112
2013-04-14 12:38:47	2013-04-14 12:38:47	10.13.77.49	172.20.0.6	6	46919	80	2	112
2013-04-14 12:38:47	2013-04-14 12:38:47	10.13.77.49	172.10.0.2	6	47150	3389	1	58
2013-04-14 12:38:47	2013-04-14 12:38:47	10.13.77.49	172.10.0.7	6	46919	80	2	112
2013-04-14 12:38:48	2013-04-14 12:38:48	10.13.77.49	172.10.0.2	6	46896	3389	1	58
2013-04-14 12:38:48	2013-04-14 12:38:48	10.13.77.49	172.10.0.7	6	46920	80	2	112
2013-04-14 12:38:48	2013-04-14 12:38:48	10.13.77.49	172.10.0.9	6	46920	80	2	112
2013-04-14 12:38:48	2013-04-14 12:38:48	10.13.77.49	172.20.0.6	6	46920	80	2	112
2013-04-14 12:38:49	2013-04-14 12:38:49	10.13.77.49	172.10.0.7	6	46921	80	2	112
2013-04-14 12:38:49	2013-04-14 12:38:49	10.13.77.49	172.10.0.2	6	46897	3389	1	58
2013-04-14 12:38:49	2013-04-14 12:38:49	10.13.77.49	172.20.0.6	6	46921	80	2	112
2013-04-14 12:38:50	2013-04-14 12:38:50	10.13.77.49	172.10.0.9	6	46921	80	2	112
2013-04-14 12:38:51	2013-04-14 12:38:51	10.13.77.49	172.20.0.6	6	46922	80	2	112
2013-04-14 12:38:51	2013-04-14 12:38:51	10.13.77.49	172.10.0.2	6	46898	3389	1	58
2013-04-14 12:38:51	2013-04-14 12:38:51	10.13.77.49	172.10.0.9	6	46922	80	2	112
2013-04-14 12:38:51	2013-04-14 12:38:51	10.13.77.49	172.10.0.7	6	46922	80	2	112
2013-04-14 12:38:52	2013-04-14 12:38:52	10.13.77.49	172.10.0.9	6	46923	80	2	112
2013-04-14 12:38:52	2013-04-14 12:38:52	10.13.77.49	172.10.0.2	6	46899	3389	1	58
2013-04-14 12:38:52	2013-04-14 12:38:52	10.13.77.49	172.10.0.7	6	46923	80	2	112
2013-04-14 12:38:52	2013-04-14 12:38:52	10.13.77.49	172.20.0.6	6	46923	80	2	112
2013-04-14 12:38:54	2013-04-14 12:38:54	10.13.77.49	172.10.0.7	6	46924	80	2	112
2013-04-14 12:38:54	2013-04-14 12:38:54	10.13.77.49	172.20.0.6	6	46924	80	2	112
2013-04-14 12:38:54	2013-04-14 12:38:54	10.13.77.49	172.10.0.2	6	46900	3389	1	58
2013-04-14 12:38:54	2013-04-14 12:38:54	10.13.77.49	172.10.0.9	6	46924	80	2	112
2013-04-14 12:38:55	2013-04-14 12:38:55	10.13.77.49	172.10.0.9	6	46925	80	2	112
2013-04-14 12:38:55	2013-04-14 12:38:55	10.13.77.49	172.10.0.7	6	46925	80	2	112
2013-04-14 12:38:55	2013-04-14 12:38:55	10.13.77.49	172.10.0.2	6	46901	3389	1	58
2013-04-14 12:38:55	2013-04-14 12:38:55	10.13.77.49	172.20.0.6	6	46925	80	2	112
2013-04-14 12:38:56	2013-04-14 12:38:56	10.13.77.49	172.10.0.7	6	46926	80	2	112
2013-04-14 12:38:56	2013-04-14 12:38:56	10.13.77.49	172.10.0.2	6	46902	3389	2	112
2013-04-14 12:38:56	2013-04-14 12:38:56	10.13.77.49	172.20.0.6	6	46926	80	2	112
2013-04-14 12:38:57	2013-04-14 12:38:57	10.13.77.49	172.10.0.9	6	46926	80	2	112
2013-04-14 12:38:58	2013-04-14 12:38:58	10.13.77.49	172.20.0.6	6	46927	80	2	112
2013-04-14 12:38:58	2013-04-14 12:38:58	10.13.77.49	172.10.0.9	6	46927	80	2	112
2013-04-14 12:38:58	2013-04-14 12:38:58	10.13.77.49	172.10.0.2	6	46903	3389	1	58
2013-04-14 12:38:58	2013-04-14 12:38:58	10.13.77.49	172.10.0.7	6	46927	80	2	112
2013-04-14 12:38:59	2013-04-14 12:38:59	10.13.77.49	172.10.0.2	6	46904	3389	1	58
2013-04-14 12:38:59	2013-04-14 12:38:59	10.13.77.49	172.10.0.9	6	46928	80	2	112
2013-04-14 12:38:59	2013-04-14 12:38:59	10.13.77.49	172.10.0.7	6	46928	80	2	112
2013-04-14 12:38:59	2013-04-14 12:38:59	10.13.77.49	172.20.0.6	6	46928	80	2	112
2013-04-14 12:39:01	2013-04-14 12:39:01	10.13.77.49	172.10.0.7	6	46929	80	2	112
2013-04-14 12:39:01	2013-04-14 12:39:01	10.13.77.49	172.20.0.6	6	46929	80	2	112
2013-04-14 12:39:01	2013-04-14 12:39:01	10.13.77.49	172.10.0.2	6	46905	3389	1	58
2013-04-14 12:39:01	2013-04-14 12:39:01	10.13.77.49	172.10.0.9	6	46929	80	2	112
2013-04-14 12:39:02	2013-04-14 12:39:02	10.13.77.49	172.20.0.6	6	46930	80	2	112
2013-04-14 12:39:02	2013-04-14 12:39:02	10.13.77.49	172.10.0.7	6	46930	80	2	112
2013-04-14 12:39:02	2013-04-14 12:39:02	10.13.77.49	172.10.0.2	6	46906	3389	1	58
2013-04-14 12:39:02	2013-04-14 12:39:02	10.13.77.49	172.10.0.9	6	46930	80	2	112
2013-04-14 12:39:03	2013-04-14 12:39:03	10.13.77.49	172.10.0.9	6	46931	80	2	112
2013-04-14 12:39:03	2013-04-14 12:39:03	10.13.77.49	172.10.0.7	6	46931	80	2	112
2013-04-14 12:39:03	2013-04-14 12:39:03	10.13.77.49	172.20.0.6	6	46931	80	2	112
2013-04-14 12:39:04	2013-04-14 12:39:04	10.13.77.49	172.10.0.2	6	46907	3389	1	58
2013-04-14 12:39:05	2013-04-14 12:39:05	10.13.77.49	172.10.0.2	6	46908	3389	1	58
2013-04-14 12:39:05	2013-04-14 12:39:05	10.13.77.49	172.10.0.7	6	46932	80	2	112
2013-04-14 12:39:05	2013-04-14 12:39:05	10.13.77.49	172.10.0.9	6	46932	80	2	112
2013-04-14 12:39:05	2013-04-14 12:39:05	10.13.77.49	172.20.0.6	6	46932	80	2	112
2013-04-14 12:39:06	2013-04-14 12:39:06	10.13.77.49	172.20.0.6	6	46933	80	2	112
2013-04-14 12:39:06	2013-04-14 12:39:06	10.13.77.49	172.10.0.7	6	46933	80	2	112
2013-04-14 12:39:06	2013-04-14 12:39:06	10.13.77.49	172.10.0.9	6	46933	80	2	112
2013-04-14 12:39:07	2013-04-14 12:39:07	10.13.77.49	172.10.0.2	6	46909	3389	1	58
2013-04-14 12:39:08	2013-04-14 12:39:08	10.13.77.49	172.10.0.9	6	46934	80	2	112
2013-04-14 12:39:08	2013-04-14 12:39:08	10.13.77.49	172.10.0.2	6	46910	3389	1	58
2013-04-14 12:39:08	2013-04-14 12:39:08	10.13.77.49	172.10.0.7	6	46934	80	2	112
2013-04-14 12:39:08	2013-04-14 12:39:08	10.13.77.49	172.20.0.6	6	46934	80	2	112
2013-04-14 12:39:09	2013-04-14 12:39:09	10.13.77.49	172.20.0.6	6	46935	80	2	112
2013-04-14 12:39:09	2013-04-14 12:39:09	10.13.77.49	172.10.0.7	6	46935	80	2	112
2013-04-14 12:39:09	2013-04-14 12:39:09	10.13.77.49	172.10.0.9	6	46935	80	2	112
2013-04-14 12:39:10	2013-04-14 12:39:10	10.13.77.49	172.10.0.2	6	46911	3389	1	58
2013-04-14 12:39:10	2013-04-14 12:39:10	10.13.77.49	172.10.0.9	6	46936	80	2	112
2013-04-14 12:39:10	2013-04-14 12:39:10	10.13.77.49	172.20.0.6	6	46936	80	2	112
2013-04-14 12:39:10	2013-04-14 12:39:10	10.13.77.49	172.10.0.7	6	46936	80	2	112
