firstseen	lastseen	srcip	dstip	sport	dport	conns	maxpkts	avgpkts	maxbytes	avgbytes
2013-04-02 12:31:54	2013-04-02 12:31:54	172.10.1.110	10.199.250.2	1177	8727	1	38	38.0	2060	2060.0
2013-04-01 14:35:13	2013-04-01 14:35:13	172.10.1.110	10.199.250.2	1370	10430	1	44	44.0	2384	2384.0
2013-04-03 07:35:09	2013-04-03 07:35:09	172.10.1.110	10.199.250.2	1405	13890	1	30	30.0	1628	1628.0
2013-04-02 09:17:05	2013-04-02 09:17:05	172.10.1.110	10.199.250.2	1463	3785	1	14	14.0	764	764.0
2013-04-02 10:28:21	2013-04-02 10:28:21	172.10.1.110	10.199.250.2	1551	5593	1	14	14.0	764	764.0
2013-04-02 09:44:34	2013-04-02 09:44:34	172.10.1.110	10.199.250.2	1787	4478	1	30	30.0	1628	1628.0
2013-04-01 14:50:23	2013-04-01 14:50:23	172.10.1.110	10.199.250.2	1807	10815	1	43	43.0	2330	2330.0
2013-04-02 08:38:44	2013-04-02 08:38:44	172.10.1.110	10.199.250.2	1823	2813	1	14	14.0	764	764.0
2013-04-02 13:06:36	2013-04-02 13:06:36	172.10.1.110	10.199.250.2	1864	9615	1	43	43.0	2330	2330.0
2013-04-06 07:46:59	2013-04-06 07:46:59	172.10.1.110	10.199.250.2	1987	27096	1	46	46.0	2540	2540.0
2013-04-04 09:23:38	2013-04-04 09:23:38	172.10.1.110	10.199.250.2	2106	20878	1	58	58.0	3140	3140.0
2013-04-04 08:17:12	2013-04-04 08:17:12	172.10.1.110	10.199.250.2	2158	19194	1	3	3.0	186	186.0
2013-04-07 07:52:26	2013-04-07 07:52:26	172.10.1.110	10.199.250.2	2178	33775	1	39	39.0	2270	2270.0
2013-04-01 12:04:02	2013-04-01 12:04:02	172.10.1.110	10.199.250.2	2341	6582	1	30	30.0	1628	1628.0
2013-04-07 08:32:30	2013-04-07 08:32:30	172.10.1.110	10.199.250.2	2448	34783	1	22	22.0	1244	1244.0
2013-04-02 13:42:28	2013-04-02 13:42:28	172.10.1.110	10.199.250.2	2458	10524	1	35	35.0	1898	1898.0
2013-04-01 12:15:54	2013-04-01 12:15:54	172.10.1.110	10.199.250.2	2628	6892	1	51	51.0	2762	2762.0
2013-04-02 13:18:19	2013-04-02 13:18:19	172.10.1.110	10.199.250.2	2704	9909	1	56	56.0	3032	3032.0
2013-04-04 08:21:05	2013-04-04 08:21:05	172.10.1.110	10.199.250.2	2787	19297	1	31	31.0	1766	1766.0
2013-04-01 09:56:23	2013-04-01 09:56:23	172.10.1.110	10.199.250.2	2797	3345	1	14	14.0	764	764.0
2013-04-07 08:40:53	2013-04-07 08:40:53	172.10.1.110	10.199.250.2	2851	34998	1	41	41.0	2390	2390.0
2013-04-02 07:35:17	2013-04-02 07:35:17	172.10.1.110	10.199.250.2	2867	1247	1	36	36.0	2088	2088.0
2013-04-06 11:24:02	2013-04-06 11:24:02	172.10.1.110	10.199.250.2	2884	32580	1	44	44.0	2552	2552.0
2013-04-03 08:29:46	2013-04-03 08:29:46	172.10.1.110	10.199.250.2	2962	15267	1	34	34.0	1844	1844.0
2013-04-04 08:32:19	2013-04-04 08:32:19	172.10.1.110	10.199.250.2	2975	19580	1	53	53.0	3062	3062.0
2013-04-02 08:14:56	2013-04-02 08:14:56	172.10.1.110	10.199.250.2	3108	2209	1	52	52.0	2816	2816.0
2013-04-01 15:27:55	2013-04-01 15:27:55	172.10.1.110	10.199.250.2	3201	11773	1	41	41.0	2222	2222.0
2013-04-01 13:55:50	2013-04-01 13:55:50	172.10.1.110	10.199.250.2	3242	9431	1	49	49.0	2654	2654.0
2013-04-05 08:56:01	2013-04-05 08:56:01	172.10.1.110	10.199.250.2	3250	26022	1	34	34.0	1844	1844.0
2013-04-02 13:22:13	2013-04-02 13:22:13	172.10.1.110	10.199.250.2	3306	10003	1	35	35.0	1898	1898.0
2013-04-01 09:36:33	2013-04-01 09:36:33	172.10.1.110	10.199.250.2	3596	2849	1	30	30.0	1628	1628.0
2013-04-01 15:39:58	2013-04-01 15:39:58	172.10.1.110	10.199.250.2	3720	12073	1	46	46.0	2492	2492.0
2013-04-01 12:07:55	2013-04-01 12:07:55	172.10.1.110	10.199.250.2	3792	6682	1	40	40.0	2168	2168.0
2013-04-01 09:08:43	2013-04-01 09:08:43	172.10.1.110	10.199.250.2	3871	2136	1	27	27.0	1466	1466.0
2013-04-07 07:33:54	2013-04-07 07:33:54	172.10.1.110	10.199.250.2	3960	33307	1	57	57.0	3278	3278.0
2013-04-01 15:58:34	2013-04-01 15:58:34	172.10.1.110	10.199.250.2	4091	12542	1	14	14.0	764	764.0
2013-04-04 08:36:59	2013-04-04 08:36:59	172.10.1.110	10.199.250.2	4091	19697	1	3	3.0	178	178.0
2013-04-06 10:17:44	2013-04-06 10:17:44	172.10.1.110	10.199.250.2	4123	30918	1	29	29.0	1574	1574.0
2013-04-04 10:28:25	2013-04-04 10:28:25	172.10.1.110	10.199.250.2	4126	22527	1	46	46.0	2588	2588.0
2013-04-06 08:58:39	2013-04-06 08:58:39	172.10.1.110	10.199.250.2	4215	28912	1	30	30.0	1628	1628.0
2013-04-01 16:19:02	2013-04-01 16:19:02	172.10.1.110	10.199.250.2	4377	13063	1	37	37.0	2006	2006.0
2013-04-05 07:58:24	2013-04-05 07:58:24	172.10.1.110	10.199.250.2	4385	24893	1	55	55.0	3146	3146.0
2013-04-02 11:23:18	2013-04-02 11:23:18	172.10.1.110	10.199.250.2	4414	6984	1	55	55.0	2978	2978.0
2013-04-04 09:08:23	2013-04-04 09:08:23	172.10.1.110	10.199.250.2	4478	20489	1	39	39.0	2114	2114.0
2013-04-01 15:05:35	2013-04-01 15:05:35	172.10.1.110	10.199.250.2	4489	11202	1	14	14.0	764	764.0
2013-04-02 10:00:40	2013-04-02 10:00:40	172.10.1.110	10.199.250.2	4499	4889	1	41	41.0	2222	2222.0
2013-04-04 08:09:22	2013-04-04 08:09:22	172.10.1.110	10.199.250.2	4609	18993	1	42	42.0	2492	2492.0
2013-04-04 09:00:06	2013-04-04 09:00:06	172.10.1.110	10.199.250.2	4636	21	1	380	380.0	23389	23389.0
2013-04-03 08:49:20	2013-04-03 08:49:20	172.10.1.110	10.199.250.2	4726	15762	1	43	43.0	2330	2330.0
2013-04-04 09:48:01	2013-04-04 09:48:01	172.10.1.110	10.199.250.2	4975	21498	1	59	59.0	3614	3614.0
2013-04-03 08:31:22	2013-04-03 08:31:22	172.10.1.111	10.199.250.2	1079	15310	1	30	30.0	1628	1628.0
2013-04-01 11:14:19	2013-04-01 11:14:19	172.10.1.111	10.199.250.2	1389	5322	1	16	16.0	872	872.0
2013-04-01 10:03:01	2013-04-01 10:03:01	172.10.1.111	10.199.250.2	1753	3515	1	32	32.0	1736	1736.0
2013-04-03 08:42:54	2013-04-03 08:42:54	172.10.1.111	10.199.250.2	1942	15602	1	29	29.0	1574	1574.0
2013-04-01 15:07:45	2013-04-01 15:07:45	172.10.1.111	10.199.250.2	1949	11263	1	29	29.0	1574	1574.0
2013-04-02 09:09:59	2013-04-02 09:09:59	172.10.1.111	10.199.250.2	2047	3608	1	35	35.0	1898	1898.0
2013-04-04 09:05:54	2013-04-04 09:05:54	172.10.1.111	10.199.250.2	2049	20430	1	46	46.0	2492	2492.0
2013-04-04 07:38:35	2013-04-04 07:38:35	172.10.1.111	10.199.250.2	2190	18237	1	2	2.0	116	116.0
2013-04-04 09:10:08	2013-04-04 09:10:08	172.10.1.111	10.199.250.2	2224	20531	1	3	3.0	186	186.0
2013-04-07 07:59:31	2013-04-07 07:59:31	172.10.1.111	10.199.250.2	2230	33953	1	36	36.0	2108	2108.0
2013-04-06 10:56:25	2013-04-06 10:56:25	172.10.1.111	10.199.250.2	2298	31890	1	57	57.0	3174	3174.0
2013-04-03 09:02:42	2013-04-03 09:02:42	172.10.1.111	10.199.250.2	2363	16105	1	30	30.0	1628	1628.0
2013-04-04 09:02:22	2013-04-04 09:02:22	172.10.1.111	10.199.250.2	2481	20340	1	32	32.0	1736	1736.0
2013-04-03 07:30:37	2013-04-03 07:30:37	172.10.1.111	10.199.250.2	2581	13757	1	45	45.0	2438	2438.0
2013-04-01 15:44:04	2013-04-01 15:44:04	172.10.1.111	10.199.250.2	2710	12179	1	30	30.0	1628	1628.0
2013-04-06 09:06:23	2013-04-06 09:06:23	172.10.1.111	10.199.250.2	2907	29112	1	30	30.0	1628	1628.0
2013-04-04 10:39:19	2013-04-04 10:39:19	172.10.1.111	10.199.250.2	2988	22803	1	46	46.0	2564	2564.0
2013-04-02 08:24:08	2013-04-02 08:24:08	172.10.1.111	10.199.250.2	3062	2437	1	14	14.0	764	764.0
2013-04-06 09:51:07	2013-04-06 09:51:07	172.10.1.111	10.199.250.2	3116	30238	1	37	37.0	2006	2006.0
2013-04-01 12:44:16	2013-04-01 12:44:16	172.10.1.111	10.199.250.2	3306	7608	1	14	14.0	764	764.0
2013-04-01 14:33:07	2013-04-01 14:33:07	172.10.1.111	10.199.250.2	3472	10382	1	32	32.0	1736	1736.0
2013-04-06 11:04:20	2013-04-06 11:04:20	172.10.1.111	10.199.250.2	3497	32089	1	69	69.0	4146	4146.0
2013-04-01 11:01:47	2013-04-01 11:01:47	172.10.1.111	10.199.250.2	3737	5002	1	14	14.0	764	764.0
2013-04-07 07:47:02	2013-04-07 07:47:02	172.10.1.111	10.199.250.2	3795	33660	1	38	38.0	2192	2192.0
2013-04-02 13:26:54	2013-04-02 13:26:54	172.10.1.111	10.199.250.2	3803	10129	1	14	14.0	764	764.0
2013-04-06 08:26:40	2013-04-06 08:26:40	172.10.1.111	10.199.250.2	3810	28101	1	26	26.0	1496	1496.0
2013-04-03 10:01:39	2013-04-03 10:01:39	172.10.1.111	10.199.250.2	3814	17600	1	43	43.0	2330	2330.0
2013-04-04 10:26:20	2013-04-04 10:26:20	172.10.1.111	10.199.250.2	4087	22421	1	50	50.0	3128	3128.0
2013-04-06 11:32:59	2013-04-06 11:32:59	172.10.1.111	10.199.250.2	4107	21	1	105	105.0	6435	6435.0
2013-04-01 09:11:52	2013-04-01 09:11:52	172.10.1.111	10.199.250.2	4108	2213	1	40	40.0	2168	2168.0
2013-04-02 11:59:04	2013-04-02 11:59:04	172.10.1.111	10.199.250.2	4120	7898	1	30	30.0	1628	1628.0
2013-04-01 13:47:17	2013-04-01 13:47:17	172.10.1.111	10.199.250.2	4143	9210	1	35	35.0	1898	1898.0
2013-04-02 13:23:12	2013-04-02 13:23:12	172.10.1.111	10.199.250.2	4270	10034	1	31	31.0	1682	1682.0
2013-04-02 08:44:08	2013-04-02 08:44:08	172.10.1.111	10.199.250.2	4403	2941	1	30	30.0	1628	1628.0
2013-04-01 13:35:37	2013-04-01 13:35:37	172.10.1.111	10.199.250.2	4524	8919	1	30	30.0	1628	1628.0
2013-04-02 10:13:46	2013-04-02 10:13:46	172.10.1.112	10.199.250.2	1062	5225	1	30	30.0	1628	1628.0
2013-04-05 07:48:51	2013-04-05 07:48:51	172.10.1.112	10.199.250.2	1212	24632	1	57	57.0	3314	3314.0
2013-04-01 11:44:47	2013-04-01 11:44:47	172.10.1.112	10.199.250.2	1570	6091	1	29	29.0	1574	1574.0
2013-04-06 11:22:54	2013-04-06 11:22:54	172.10.1.112	10.199.250.2	1621	32545	1	28	28.0	1532	1532.0
2013-04-01 12:12:26	2013-04-01 12:12:26	172.10.1.112	10.199.250.2	1638	6800	1	39	39.0	2114	2114.0
2013-04-02 13:21:01	2013-04-02 13:21:01	172.10.1.112	10.199.250.2	1745	9981	1	43	43.0	2330	2330.0
2013-04-01 09:04:25	2013-04-01 09:04:25	172.10.1.112	10.199.250.2	1816	2029	1	14	14.0	764	764.0
2013-04-06 07:27:38	2013-04-06 07:27:38	172.10.1.112	10.199.250.2	1821	26624	1	41	41.0	2414	2414.0
2013-04-01 09:35:12	2013-04-01 09:35:12	172.10.1.112	10.199.250.2	1984	2797	1	35	35.0	1898	1898.0
2013-04-02 13:37:24	2013-04-02 13:37:24	172.10.1.112	10.199.250.2	2055	10388	1	34	34.0	1844	1844.0
2013-04-06 11:03:13	2013-04-06 11:03:13	172.10.1.112	10.199.250.2	2074	32065	1	44	44.0	2656	2656.0
2013-04-02 13:29:17	2013-04-02 13:29:17	172.10.1.112	10.199.250.2	2189	10185	1	46	46.0	2492	2492.0
2013-04-01 15:02:00	2013-04-01 15:02:00	172.10.1.112	10.199.250.2	2207	11112	1	30	30.0	1628	1628.0
2013-04-02 09:14:01	2013-04-02 09:14:01	172.10.1.112	10.199.250.2	2298	3710	1	43	43.0	2330	2330.0
2013-04-01 14:27:22	2013-04-01 14:27:22	172.10.1.112	10.199.250.2	2359	10234	1	14	14.0	764	764.0
2013-04-02 09:18:08	2013-04-02 09:18:08	172.10.1.112	10.199.250.2	2373	3815	1	14	14.0	764	764.0
2013-04-06 07:50:43	2013-04-06 07:50:43	172.10.1.112	10.199.250.2	2458	27190	1	33	33.0	1910	1910.0
2013-04-04 08:54:15	2013-04-04 08:54:15	172.10.1.112	10.199.250.2	2490	20132	1	33	33.0	1994	1994.0
2013-04-03 10:04:10	2013-04-03 10:04:10	172.10.1.112	10.199.250.2	2515	17665	1	36	36.0	1952	1952.0
2013-04-04 11:24:28	2013-04-04 11:24:28	172.10.1.112	10.199.250.2	2628	23945	1	44	44.0	2468	2468.0
2013-04-02 12:13:36	2013-04-02 12:13:36	172.10.1.112	10.199.250.2	2679	8270	1	29	29.0	1574	1574.0
2013-04-02 08:07:57	2013-04-02 08:07:57	172.10.1.112	10.199.250.2	2748	1964	1	38	38.0	2060	2060.0
2013-04-10 07:29:16	2013-04-10 07:29:16	172.10.1.112	10.199.250.2	2847	47027	1	45	45.0	2438	2438.0
2013-04-02 10:29:34	2013-04-02 10:29:34	172.10.1.112	10.199.250.2	2971	5626	1	43	43.0	2330	2330.0
2013-04-06 08:22:24	2013-04-06 08:22:24	172.10.1.112	10.199.250.2	3095	27990	1	37	37.0	2154	2154.0
2013-04-06 11:10:59	2013-04-06 11:10:59	172.10.1.112	10.199.250.2	3101	32259	1	35	35.0	2042	2042.0
2013-04-01 14:57:55	2013-04-01 14:57:55	172.10.1.112	10.199.250.2	3339	11003	1	41	41.0	2222	2222.0
2013-04-04 11:04:16	2013-04-04 11:04:16	172.10.1.112	10.199.250.2	3348	23432	1	43	43.0	2330	2330.0
2013-04-03 09:44:31	2013-04-03 09:44:31	172.10.1.112	10.199.250.2	3436	17167	1	14	14.0	764	764.0
2013-04-04 07:42:58	2013-04-04 07:42:58	172.10.1.112	10.199.250.2	3785	18363	1	53	53.0	2990	2990.0
2013-04-03 09:08:42	2013-04-03 09:08:42	172.10.1.112	10.199.250.2	3940	16258	1	35	35.0	1898	1898.0
2013-04-02 08:31:05	2013-04-02 08:31:05	172.10.1.112	10.199.250.2	3977	2619	1	14	14.0	764	764.0
2013-04-02 13:04:54	2013-04-02 13:04:54	172.10.1.112	10.199.250.2	3994	9571	1	29	29.0	1574	1574.0
2013-04-01 08:35:57	2013-04-01 08:35:57	172.10.1.112	10.199.250.2	4072	1348	1	43	43.0	2330	2330.0
2013-04-02 09:32:56	2013-04-02 09:32:56	172.10.1.112	10.199.250.2	4142	4191	1	14	14.0	764	764.0
2013-04-04 10:44:08	2013-04-04 10:44:08	172.10.1.112	10.199.250.2	4334	22926	1	14	14.0	764	764.0
2013-04-01 09:01:09	2013-04-01 09:01:09	172.10.1.112	10.199.250.2	4506	1952	1	43	43.0	2330	2330.0
2013-04-01 14:38:55	2013-04-01 14:38:55	172.10.1.112	10.199.250.2	4511	10527	1	29	29.0	1574	1574.0
2013-04-07 07:21:59	2013-04-07 07:21:59	172.10.1.112	10.199.250.2	4566	33059	1	34	34.0	1952	1952.0
2013-04-06 10:40:36	2013-04-06 10:40:36	172.10.1.112	10.199.250.2	4571	31491	1	37	37.0	2006	2006.0
2013-04-02 15:31:11	2013-04-02 15:31:11	172.10.1.112	10.199.250.2	4694	13278	1	36	36.0	1952	1952.0
2013-04-02 14:00:02	2013-04-02 14:00:02	172.10.1.112	10.199.250.2	4785	10970	1	47	47.0	2546	2546.0
2013-04-01 15:06:07	2013-04-01 15:06:07	172.10.1.112	10.199.250.2	4838	11217	1	35	35.0	1898	1898.0
2013-04-01 10:02:12	2013-04-01 10:02:12	172.10.1.112	10.199.250.2	4918	3490	1	30	30.0	1628	1628.0
2013-04-02 11:54:20	2013-04-02 11:54:20	172.10.1.113	10.199.250.2	1052	7775	1	47	47.0	2546	2546.0
2013-04-01 13:01:07	2013-04-01 13:01:07	172.10.1.113	10.199.250.2	1093	8034	1	43	43.0	2330	2330.0
2013-04-02 12:37:32	2013-04-02 12:37:32	172.10.1.113	10.199.250.2	1249	8877	1	45	45.0	2438	2438.0
2013-04-05 09:02:10	2013-04-05 09:02:10	172.10.1.113	10.199.250.2	1250	26189	1	39	39.0	2186	2186.0
2013-04-05 09:02:12	2013-04-05 09:02:12	172.10.1.113	10.199.250.2	1285	26193	1	14	14.0	764	764.0
2013-04-02 11:27:03	2013-04-02 11:27:03	172.10.1.113	10.199.250.2	1329	7081	1	52	52.0	2816	2816.0
2013-04-07 07:28:57	2013-04-07 07:28:57	172.10.1.113	10.199.250.2	1465	21	1	5	5.0	278	278.0
2013-04-04 10:52:07	2013-04-04 10:52:07	172.10.1.113	10.199.250.2	1543	23127	1	38	38.0	2096	2096.0
2013-04-02 15:17:25	2013-04-02 15:17:25	172.10.1.113	10.199.250.2	1603	12933	1	14	14.0	764	764.0
2013-04-01 10:06:55	2013-04-01 10:06:55	172.10.1.113	10.199.250.2	1651	3615	1	14	14.0	764	764.0
2013-04-02 12:02:34	2013-04-02 12:02:34	172.10.1.113	10.199.250.2	1869	7990	1	39	39.0	2114	2114.0
2013-04-04 08:31:16	2013-04-04 08:31:16	172.10.1.113	10.199.250.2	1884	19558	1	55	55.0	3150	3150.0
2013-04-01 14:04:33	2013-04-01 14:04:33	172.10.1.113	10.199.250.2	2009	9653	1	30	30.0	1628	1628.0
2013-04-06 10:59:29	2013-04-06 10:59:29	172.10.1.113	10.199.250.2	2042	31967	1	42	42.0	2408	2408.0
2013-04-02 12:56:39	2013-04-02 12:56:39	172.10.1.113	10.199.250.2	2050	9363	1	29	29.0	1574	1574.0
2013-04-06 09:59:23	2013-04-06 09:59:23	172.10.1.113	10.199.250.2	2302	30450	1	30	30.0	1628	1628.0
2013-04-03 08:47:39	2013-04-03 08:47:39	172.10.1.113	10.199.250.2	2887	15726	1	32	32.0	1736	1736.0
2013-04-06 08:33:14	2013-04-06 08:33:14	172.10.1.113	10.199.250.2	2890	28260	1	50	50.0	2840	2840.0
2013-04-03 09:03:30	2013-04-03 09:03:30	172.10.1.113	10.199.250.2	3037	16125	1	14	14.0	764	764.0
2013-04-02 14:26:43	2013-04-02 14:26:43	172.10.1.113	10.199.250.2	3049	11649	1	14	14.0	764	764.0
2013-04-05 08:41:52	2013-04-05 08:41:52	172.10.1.113	10.199.250.2	3123	25780	1	36	36.0	2036	2036.0
2013-04-02 09:59:14	2013-04-02 09:59:14	172.10.1.113	10.199.250.2	3152	4847	1	14	14.0	764	764.0
2013-04-02 08:21:06	2013-04-02 08:21:06	172.10.1.113	10.199.250.2	3153	2350	1	14	14.0	764	764.0
2013-04-04 08:46:46	2013-04-04 08:46:46	172.10.1.113	10.199.250.2	3184	19956	1	53	53.0	3014	3014.0
2013-04-02 13:48:07	2013-04-02 13:48:07	172.10.1.113	10.199.250.2	3258	10669	1	14	14.0	764	764.0
2013-04-01 16:09:57	2013-04-01 16:09:57	172.10.1.113	10.199.250.2	3352	12831	1	69	69.0	3734	3734.0
2013-04-02 12:45:13	2013-04-02 12:45:13	172.10.1.113	10.199.250.2	3392	9071	1	38	38.0	2060	2060.0
2013-04-07 09:03:08	2013-04-07 09:03:08	172.10.1.113	10.199.250.2	3445	35562	1	30	30.0	1628	1628.0
2013-04-02 09:19:23	2013-04-02 09:19:23	172.10.1.113	10.199.250.2	3465	3838	1	46	46.0	2492	2492.0
2013-04-02 07:55:31	2013-04-02 07:55:31	172.10.1.113	10.199.250.2	3499	21	1	5	5.0	278	278.0
2013-04-06 07:38:55	2013-04-06 07:38:55	172.10.1.113	10.199.250.2	3633	26890	1	37	37.0	2174	2174.0
2013-04-01 12:25:29	2013-04-01 12:25:29	172.10.1.113	10.199.250.2	3658	7134	1	31	31.0	1682	1682.0
2013-04-03 09:21:52	2013-04-03 09:21:52	172.10.1.113	10.199.250.2	3686	16589	1	14	14.0	764	764.0
2013-04-03 09:53:43	2013-04-03 09:53:43	172.10.1.113	10.199.250.2	3720	17398	1	29	29.0	1574	1574.0
2013-04-02 14:49:35	2013-04-02 14:49:35	172.10.1.113	10.199.250.2	3835	12231	1	14	14.0	764	764.0
2013-04-03 10:01:47	2013-04-03 10:01:47	172.10.1.113	10.199.250.2	3966	17602	1	40	40.0	2192	2192.0
2013-04-01 10:49:09	2013-04-01 10:49:09	172.10.1.113	10.199.250.2	4010	4682	1	43	43.0	2330	2330.0
2013-04-07 08:15:13	2013-04-07 08:15:13	172.10.1.113	10.199.250.2	4105	34353	1	3	3.0	186	186.0
2013-04-06 11:15:24	2013-04-06 11:15:24	172.10.1.113	10.199.250.2	4135	32370	1	37	37.0	2090	2090.0
2013-04-03 07:19:12	2013-04-03 07:19:12	172.10.1.113	10.199.250.2	4140	13495	1	38	38.0	2060	2060.0
2013-04-04 10:28:30	2013-04-04 10:28:30	172.10.1.113	10.199.250.2	4205	22532	1	12	12.0	700	700.0
2013-04-03 08:08:33	2013-04-03 08:08:33	172.10.1.113	10.199.250.2	4614	14731	1	36	36.0	1952	1952.0
2013-04-07 08:23:02	2013-04-07 08:23:02	172.10.1.113	10.199.250.2	4665	34552	1	49	49.0	2822	2822.0
2013-04-01 16:05:48	2013-04-01 16:05:48	172.10.1.113	10.199.250.2	4818	12727	1	30	30.0	1628	1628.0
2013-04-01 15:06:17	2013-04-01 15:06:17	172.10.1.113	10.199.250.2	4940	11222	1	58	58.0	3140	3140.0
2013-04-07 08:05:23	2013-04-07 08:05:23	172.10.1.114	10.199.250.2	1112	34093	1	14	14.0	764	764.0
2013-04-01 14:14:45	2013-04-01 14:14:45	172.10.1.114	10.199.250.2	1239	9906	1	31	31.0	1682	1682.0
2013-04-04 08:52:59	2013-04-04 08:52:59	172.10.1.114	10.199.250.2	1244	20101	1	50	50.0	2864	2864.0
2013-04-06 08:16:43	2013-04-06 08:16:43	172.10.1.114	10.199.250.2	1275	27843	1	60	60.0	3428	3428.0
2013-04-02 11:27:02	2013-04-02 11:27:02	172.10.1.114	10.199.250.2	1284	7080	1	35	35.0	1898	1898.0
2013-04-03 08:12:42	2013-04-03 08:12:42	172.10.1.114	10.199.250.2	1717	14834	1	29	29.0	1574	1574.0
2013-04-01 08:39:32	2013-04-01 08:39:32	172.10.1.114	10.199.250.2	1831	1427	1	54	54.0	2924	2924.0
2013-04-02 13:46:34	2013-04-02 13:46:34	172.10.1.114	10.199.250.2	1935	10623	1	28	28.0	1520	1520.0
2013-04-01 11:32:04	2013-04-01 11:32:04	172.10.1.114	10.199.250.2	1958	5770	1	30	30.0	1628	1628.0
2013-04-04 10:30:51	2013-04-04 10:30:51	172.10.1.114	10.199.250.2	2382	22587	1	17	17.0	1002	1002.0
2013-04-03 09:15:52	2013-04-03 09:15:52	172.10.1.114	10.199.250.2	2448	16437	1	30	30.0	1628	1628.0
2013-04-03 09:38:55	2013-04-03 09:38:55	172.10.1.114	10.199.250.2	2495	17023	1	3	3.0	186	186.0
2013-04-03 08:51:39	2013-04-03 08:51:39	172.10.1.114	10.199.250.2	2776	15827	1	34	34.0	1844	1844.0
2013-04-02 12:05:51	2013-04-02 12:05:51	172.10.1.114	10.199.250.2	2814	8070	1	35	35.0	1898	1898.0
2013-04-04 10:27:17	2013-04-04 10:27:17	172.10.1.114	10.199.250.2	2830	22496	1	33	33.0	1790	1790.0
2013-04-04 10:23:36	2013-04-04 10:23:36	172.10.1.114	10.199.250.2	3263	22402	1	39	39.0	2366	2366.0
2013-04-03 08:55:47	2013-04-03 08:55:47	172.10.1.114	10.199.250.2	3391	15932	1	38	38.0	2060	2060.0
2013-04-04 11:18:23	2013-04-04 11:18:23	172.10.1.114	10.199.250.2	3489	23793	1	43	43.0	2562	2562.0
2013-04-01 10:57:19	2013-04-01 10:57:19	172.10.1.114	10.199.250.2	3510	4890	1	35	35.0	1898	1898.0
2013-04-03 07:33:49	2013-04-03 07:33:49	172.10.1.114	10.199.250.2	3570	13830	1	43	43.0	2330	2330.0
2013-04-01 09:39:44	2013-04-01 09:39:44	172.10.1.114	10.199.250.2	3589	2918	1	30	30.0	1628	1628.0
2013-04-04 07:33:21	2013-04-04 07:33:21	172.10.1.114	10.199.250.2	3600	21	1	5	5.0	278	278.0
2013-04-04 09:25:38	2013-04-04 09:25:38	172.10.1.114	10.199.250.2	3812	20926	1	53	53.0	2870	2870.0
2013-04-06 10:36:27	2013-04-06 10:36:27	172.10.1.114	10.199.250.2	3843	31386	1	14	14.0	764	764.0
2013-04-04 10:47:21	2013-04-04 10:47:21	172.10.1.114	10.199.250.2	3978	23007	1	14	14.0	764	764.0
2013-04-07 08:54:23	2013-04-07 08:54:23	172.10.1.114	10.199.250.2	4052	35347	1	14	14.0	764	764.0
2013-04-02 09:37:24	2013-04-02 09:37:24	172.10.1.114	10.199.250.2	4116	4302	1	33	33.0	1790	1790.0
2013-04-06 09:03:31	2013-04-06 09:03:31	172.10.1.114	10.199.250.2	4238	29032	1	37	37.0	2006	2006.0
2013-04-01 13:50:38	2013-04-01 13:50:38	172.10.1.114	10.199.250.2	4323	9297	1	63	63.0	3410	3410.0
2013-04-02 11:34:53	2013-04-02 11:34:53	172.10.1.114	10.199.250.2	4584	7281	1	41	41.0	2222	2222.0
2013-04-06 08:59:16	2013-04-06 08:59:16	172.10.1.114	10.199.250.2	4727	28930	1	14	14.0	764	764.0
2013-04-04 07:51:49	2013-04-04 07:51:49	172.10.1.114	10.199.250.2	4963	18509	1	43	43.0	2430	2430.0
2013-04-02 13:50:26	2013-04-02 13:50:26	172.10.1.114	10.199.250.2	4974	10725	1	36	36.0	1952	1952.0
2013-04-02 11:23:52	2013-04-02 11:23:52	172.10.1.115	10.199.250.2	1159	7003	1	14	14.0	764	764.0
2013-04-02 07:43:27	2013-04-02 07:43:27	172.10.1.115	10.199.250.2	1325	1452	1	39	39.0	2114	2114.0
2013-04-03 07:57:13	2013-04-03 07:57:13	172.10.1.115	10.199.250.2	1555	14437	1	14	14.0	764	764.0
2013-04-06 09:53:50	2013-04-06 09:53:50	172.10.1.115	10.199.250.2	1571	30312	1	58	58.0	3556	3556.0
2013-04-01 14:11:29	2013-04-01 14:11:29	172.10.1.115	10.199.250.2	1633	9823	1	43	43.0	2330	2330.0
2013-04-04 09:05:39	2013-04-04 09:05:39	172.10.1.115	10.199.250.2	1876	20425	1	14	14.0	764	764.0
2013-04-04 10:45:35	2013-04-04 10:45:35	172.10.1.115	10.199.250.2	1902	22958	1	33	33.0	1862	1862.0
2013-04-01 11:54:43	2013-04-01 11:54:43	172.10.1.115	10.199.250.2	2142	6347	1	30	30.0	1628	1628.0
2013-04-01 13:39:54	2013-04-01 13:39:54	172.10.1.115	10.199.250.2	2166	9023	1	35	35.0	1898	1898.0
2013-04-04 11:21:10	2013-04-04 11:21:10	172.10.1.115	10.199.250.2	2464	23860	1	37	37.0	2270	2270.0
2013-04-06 08:18:41	2013-04-06 08:18:41	172.10.1.115	10.199.250.2	2576	21	1	103	103.0	6306	6306.0
2013-04-02 13:18:11	2013-04-02 13:18:11	172.10.1.115	10.199.250.2	2612	9903	1	53	53.0	2870	2870.0
